"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"e157e49c-7f22-482c-948f-b1ea847f4101","China_output013_text.txt","India","char-offset:817","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","","","",""
"3f539faf-88f1-42a2-908b-033d82b849bc","China_output013_text.txt","India","char-offset:1005","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","","","",""
"cbaff327-3b03-4ed7-91a3-3913958c2c27","China_output013_text.txt","China","char-offset:1223","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"6d910b81-3e53-4bf8-9b9e-8de8b02a4ed6","China_output013_text.txt","Father Navarette","char-offset:1275","PERSON","","","","","","","","Navarette|Domingo Fernández","Domingo Fernández Navarrete (c.1610–1689), Spanish Dominican missionary and archbishop; mission to China 1657; https://en.wikipedia.org/wiki/Domingo_Fern%C3%A1ndez_Navarrete
","",""
"fe41a42f-dceb-4136-85a5-043076cb8abf","China_output013_text.txt","China","char-offset:1319","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"96874ee8-4236-473f-a118-22885c5828e2","China_output013_text.txt","account of the embassy","char-offset:1715","EVENT","","","","","","","","Staunton (1797)","Georg Leonard Staunton, An Authentic Account of an Embassy from the King of Great Britain to the Emperor of China (1797)
","",""
"895d06f1-bf79-4598-938c-c96987ba140e","China_output014_text.txt","China","char-offset:268","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"47bc919b-b249-48c7-ae53-95229ab45d98","China_output014_text.txt","revolution","char-offset:508","EVENT","","","","","","","","","Qing conquest of Beijing 1644; part of transition from Ming to Qing dynasty / Manchu invasion of China (1618–1683); https://en.wikipedia.org/wiki/Transition_from_Ming_to_Qing
","",""
"cd1c3931-6a67-4f07-b861-aca49cf6ef4e","China_output014_text.txt","Tsong-Ching","char-offset:553","","","","","","","","","Chongzhen Empeor (Zhu Youjian)","Chongzhen Emperor (Zhu Youjian; 1611–1644), last Ming emperor
","",""
"8bcd8717-e788-4be9-98eb-a618e4eccf19","China_output014_text.txt","Vortigern","char-offset:711","PERSON","","","","","","","","","Vortigern (Gwrtheyrn; fl. 5th century); https://biography.wales/article/s-GWRT-HEY-0400; https://en.wikipedia.org/wiki/Vortigern
","",""
"eb573351-3ed8-4118-a575-b78a84cef463","China_output014_text.txt","Tsong-te","char-offset:828","PERSON","","","","","","","","","Tsong-te, Tartar / Manchew leader, involved in downfall of Ming dynasty; https://books.google.co.uk/books?id=vMU-AAAAYAAJ&pg=PA302&lpg=PA302&dq=tsong-te+died+1644&source=bl&ots=Z3IcPu6PEI&sig=ACfU3U2HWivwSrPEQwosVdM-AULYgedOxw&hl=en&sa=X&ved=2ahUKEwj_h6DThYn3AhWSfMAKHb6TD_8Q6AF6BAgCEAM#v=onepage&q=tsong-te%20died%201644&f=false
","",""
"dce20dcf-f796-48c6-ba50-98015b5cd58c","China_output014_text.txt","Tsong-te","char-offset:881","PERSON","","","","","","","","","Tsong-te, Tartar / Manchew leader, involved in downfall of Ming dynasty; https://books.google.co.uk/books?id=vMU-AAAAYAAJ&pg=PA302&lpg=PA302&dq=tsong-te+died+1644&source=bl&ots=Z3IcPu6PEI&sig=ACfU3U2HWivwSrPEQwosVdM-AULYgedOxw&hl=en&sa=X&ved=2ahUKEwj_h6DThYn3AhWSfMAKHb6TD_8Q6AF6BAgCEAM#v=onepage&q=tsong-te%20died%201644&f=false
","",""
"a35bbff7-8120-48e1-81c0-16bfc45a58a5","China_output014_text.txt","son","char-offset:967","PERSON","","","","","","","","Shunzhi Emperor","Shunzhi Emperor (1638 – 1661), Emperor of Qing dynasty 1644 – 1661; first Qing emperor; https://en.wikipedia.org/wiki/Shunzhi_Emperor","",""
"03ea0fc3-c7b9-4c4d-aca0-d21af242f9b5","China_output014_text.txt","prince","char-offset:1157","PERSON","","","","","","","","Shunzhi Emperor","","",""
"18fd9c3a-1fbe-4c91-a50d-1119a72c3d51","China_output014_text.txt","China","char-offset:1607","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"d89d7878-962b-42e2-a492-302c6c700e93","China_output015_text.txt","great wall","char-offset:65","PLACE","","","","","","","NOT_IDENTIFIABLE","Great Wall","Great Wall of China (Wànlǐ Chángchéng); 40.68, 117.23; https://en.wikipedia.org/wiki/Great_Wall_of_China
","",""
"4c1fbeb9-4d4b-4918-b49b-3392d2efa34c","China_output015_text.txt","bind those parts","char-offset:791","EVENT","","","","","","","","","Foot-binding.","",""
"e42b64c7-9dde-47ac-b0e0-b86d4372308c","China_output016_text.txt","Du Halde","char-offset:130","PERSON","","","","","","","","Du Halde","","",""
"23aaf9a5-8718-47d0-928a-b9bd6a2d1c9f","China_output016_text.txt","Kam-hi","char-offset:808","PERSON","","","","","","","","Kangxi Emperor","","",""
"5392df21-b9bd-4a7e-b8a6-db37b5051666","China_output016_text.txt","Tartary","char-offset:868","PLACE","","","","","","","UNVERIFIED","","Central Asia; https://en.wikipedia.org/wiki/Tartary
","",""
"f0598855-ba2d-4fb6-a222-bba71451b582","China_output016_text.txt","Ming-Tsong","char-offset:1193","PERSON","","","","","","","","","Emperor Ming-Tsong (fl. 904) (unidentified)","",""
"8bb3296b-cc92-4703-ae58-a70a5ba94168","China_output016_text.txt","Europe","char-offset:1296","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"af81ecf2-a913-45f6-86b5-50a957c2039b","China_output017_text.txt","Jun","char-offset:0","PERSON","","","","","","","","","Tsay-Jun (fl. 95 AD) (unidentified)
","",""
"4cbef7b5-f051-41f2-9930-a2d99c18393a","China_output017_text.txt","Nanquin","char-offset:906","PLACE","http://sws.geonames.org/1799962","Nanjing","","32.06167","118.77778","","VERIFIED","Nanjing","Nanquin (obsolete), Nanking (dated / historical); https://en.wiktionary.org/wiki/Nanjing
","",""
"38245c6c-e9e1-4238-912c-56d526e04b36","China_output017_text.txt","Ven-ti","char-offset:1226","PERSON","","","","","","","","","Ven-ti (fl. 160 BC) (unidentified)
","",""
"3863855f-9c66-4675-98a8-b782d8dbe162","China_output017_text.txt","Kam-hi","char-offset:1294","PERSON","","","","","","","","Kangxi Emperor","","",""
"63d8d08b-fac6-4831-835d-d47a1951e331","China_output017_text.txt","Bucharia","char-offset:1374","PLACE","","","","","","","UNVERIFIED","","Described as 'north-west part of Chinese Tartary' in an 1829 source (https://books.google.co.uk/books?id=zkYUAAAAYAAJ&pg=PA60&lpg=PA60&dq=wars+against+the+eluths,+and+those+on+the+frontiers+of+little+bucharia&source=bl&ots=1QoL-qPfdY&sig=ACfU3U0j7NODwpWiJY214j6dD4dMMGDFxg&hl=en&sa=X&ved=2ahUKEwiQho2yoo73AhVLiFwKHd04AOcQ6AF6BAgCEAM#v=onepage&q=wars%20against%20the%20eluths%2C%20and%20those%20on%20the%20frontiers%20of%20little%20bucharia&f=false)
","",""
"4b0d502a-2894-4d38-be60-588050bb3228","China_output017_text.txt","Europe","char-offset:1424","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"9a40f3e9-5496-4792-933c-ae523a28a352","China_output017_text.txt","Le Bas","char-offset:1586","PERSON","","","","","","","","","Jacques-Philippe Le Bas (1707–83), engraver; https://en.wikipedia.org/wiki/Jacques-Philippe_Le_Bas
","",""
"a8b8ff4a-7527-4adb-b8a3-0d5e3e590eae","China_output017_text.txt","Paris","char-offset:1596","PLACE","http://sws.geonames.org/2988507","Oppidum, Paris|Thermes de l'Est, Paris|Arènes de Paris|Lutetia|Lutetia/Parisius, Paris|Thermes de Cluny, Paris|Paris","-0330/2100","48.856667","2.350987","amphitheatre,bath,settlement","VERIFIED","","","",""
"4f76a58f-c82b-4f4c-aa83-43d4585b2d7c","China_output017_text.txt","engraven in 1770","char-offset:1607","","","","","","","","","","A set of sixteen copperplates and two hundred sets of prints commissioned by the Qianlong Emperor 1765 to commemorate Manchu victories during 1755-9 over the Eleuths and other Central Asians in today's Xinjiang province based on reduced-scale copies of paintings by Jesuits in Beijing were created in France under the direction of Charles-Nicolas Cochin (1715-90) and returned to China. For this and a discussion of the nature of the  artistic representation in these images, with its dual European and Chinese influences, see https://www.metmuseum.org/art/collection/search/715746 and for the best gateway to these prints from the same source https://www.metmuseum.org/art/collection/search?q=Charles+Nicolas+Cochin+II%3B++china&sortBy=Relevance&pageSize=0. Further information about these prints here: https://www.loc.gov/item/2021668786","",""
"aeebdd9c-2451-4457-90cd-159c498f17a4","China_output017_text.txt","China","char-offset:1649","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"157fe719-7cf8-4f27-9268-c585b3ed3937","China_output018_text.txt","Bactrian or two bunched camel","char-offset:350","","","","","","","","","","For image containing two camels carrying packs, see
The Battle of Yešil-köl-nör (1772); https://www.metmuseum.org/art/collection/search/715879?sortBy=Relevance&amp;ft=Charles+Nicolas+Cochin+II&amp;offset=0&amp;rpp=40&amp;pos=9; https://www.metmuseum.org/art/collection/search/715747?sortBy=Relevance&amp;The Combat of Khurungui1774ft=Charles+Nicolas+Cochin+II%3b++china&amp;offset=0&amp;rpp=40&amp;pos=17;The Submission of the Ili1769 https://www.metmuseum.org/art/collection/search/715911?sortBy=Relevance&amp;ft=Charles+Nicolas+Cochin+II%3b++china&amp;offset=0&amp;rpp=40&amp;pos=15;
The Battle of Tonguzluq1773
https://www.metmuseum.org/art/collection/search/715874?sortBy=Relevance&amp;ft=Charles+Nicolas+Cochin+II%3b++china&amp;offset=0&amp;rpp=40&amp;pos=19","",""
"e267ae67-4b1a-4539-ae8b-82755708b6d4","China_output018_text.txt","Europe","char-offset:590","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"c016ca9b-329c-4e02-bf7b-3ffdb9320ac8","China_output018_text.txt","emperor","char-offset:817","PERSON","","","","","","","","","Tianqi Emperor (23 December 1605 – 30 September 1627), personal name Zhu Youjiao; https://en.wikipedia.org/wiki/Tianqi_Emperor","",""
"680fb203-9f07-4ede-9607-326dfc38b18f","China_output018_text.txt","Macao","char-offset:847","PLACE","http://sws.geonames.org/1821275","Macao","","22.1750482113586","113.5539810047247","","UNVERIFIED","","","",""
"d1cb44e5-9afa-452a-809c-4e9a34de13bd","China_output018_text.txt","great wall","char-offset:937","","","","","","","","","Great Wall","","",""
"340ef03c-7ed1-4704-971a-e7eb33b25c95","China_output018_text.txt","Europe","char-offset:1086","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"b520ccb4-c710-4937-9ac8-28daafcea29c","China_output018_text.txt","China","char-offset:1134","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"760b355f-c0b3-4e7b-a0eb-3b8a6511fc88","China_output018_text.txt","Adam Schaal","char-offset:1175","PERSON","","","","","","","","Schaal","","",""
"e6acbb54-1fe4-40f4-91f5-d481d78dda67","China_output018_text.txt","emperor","char-offset:1204","PERSON","","","","","","","","Shunzhi Emperor","Shunzhi (Shun-chih; 1638 – 1661); https://www.britannica.com/biography/Shunzhi. Adam Schall von Bell became head of Imperial Board of Astronomy under him after fall of Ming dynasty in 1644; see https://www.britannica.com/biography/Adam-Schall-von-Bell","",""
"325eb4b5-dbb8-4dd3-bcab-9155afe3a5e2","China_output018_text.txt","Verbiest","char-offset:1236","PERSON","","","","","","","","Verbiest","","",""
"2ef78117-7e18-4f17-b6d7-57d435810efb","China_output018_text.txt","emperor","char-offset:1395","PERSON","","","","","","","","Shunzhi Emperor","","",""
"c35ef73c-d515-40ca-8bc4-0bf0de3b13d7","China_output018_text.txt","Verbiest","char-offset:1444","PERSON","","","","","","","","Verbiest","","",""
"e722c37d-4821-4707-8139-caab82f1d310","China_output019_text.txt","China","char-offset:232","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"5c8b6d8d-54d6-4971-8c0d-5386607e60d7","China_output019_text.txt","India","char-offset:245","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","India","","",""
"bad82519-7eb3-4b97-8fde-0000df707a9a","China_output019_text.txt","p. 362 of the preceding volume","char-offset:457","","","","","","","","","","The View of Hindoostan. ... Western Hindoostan (vol. II) (London: Henry Hughs, 1798), pp. 362-5: The soil of Assam is replete with nitre. Vast quantities of gunpowder are made in that kingdom, round, and small like the English, and very strong. It is pretended, that the use of artillery and fire arms was the invention of this country. it is cer/tain they have artillery, and are very skilful in the use of it. Emir Jumla carried away numbers of cannon on his return from his invasion of Assam; but I have little doubt, but the art of casting or making them originated in Europe. They might have learned it early from the Portuguese renegadoes. The invention has also been attributed to the Chinese; but Du Halde, i. 262, fairly confesses it to have been of modern date. He tells us, indeed, that at the gates of Nanking, there are three or four thick and short bombards which were never used, and only shewn as curiosities. The Chinese have not even skill enough to make use of the few patteraroes they have on board their ships. [NEW PARA] Another arbument for the knowlege of fire arms among the Indians, is drawn from the Gentoo code of laws, see p. liii. of the learned introduction by Mr. Halhed, in which the use of such pernicious weapons is prohibited. The word used in that code is Agnee-aster, or weapons of fire. By this can be intended only war rockets and fire arrows. The first are dreadful, they are carried by a particular body of men, called Rocket men, and are flung chiefly among the bodies of the enemies /cuckoldry; they burst like hand grenade those, and make great havoc. The rocket consists of a tube of iron about 8 inches long, and an inch and a half in diameter, and closed at one end; it is filled with powder like the common rocket, and fastened to a piece of bamboo 4 feet long, pointed with iron. Near the open end is a match, which is fired before it is fun; see the sketches, &c. Of the Hindus, by Q. Crawford, Esq. A necessary attendant on this work to support by its many deficiencies. It is a/ performance not to be suprassed for elegant conciseness, and comprehensive brevity ... GUNPOWDER we will have missed the early application of gunpowder football like purposes, and will also admit that the discovery of that vehicle secret was discovered in India and in China; but accepting in the instances we have induced, it is never used but for fireworks on festive occasions, in which the Indians excel or the world.  We will also allow, that it was found out very long before the days of Roger Bacon. That's great man made the discovery in England before the year 1292 (the time of his death). He even hints at the application that might be made of it in battles and insidious; but above a century elapse before it came into military use. Possibly the knowledge of gunpowder might have reached him through the writings of the Arabs; he was deeply versed in their books. The Arabs received it from their coun/365trymen who had early invaded, and were minutely acquainted with the manners and practices of India.","",""
"4cd2b195-2e20-4297-a88b-334d05a2e1b5","China_output019_text.txt","Voltaire","char-offset:575","PERSON","","","","","","","","Voltaire","","",""
"d2ea89f4-ac4f-4f95-b57a-60a8b067ef9e","China_output019_text.txt","Du Halde","char-offset:666","PERSON","","","","","","","","Du Halde","","",""
"670c0659-b893-4263-b36f-80f1e7ef4d1f","China_output019_text.txt","Yen-ching","char-offset:764","PLACE","http://sws.geonames.org/1787165","Yanjin Chengguanzhen","","35.14083","114.18778","","VERIFIED","","Yen-ching (in Pennant's text) said to be in Shandong Province. Location given here is just outside this province and may not be the correct place.
","",""
"15137409-ab98-4c12-8728-12d2cac1c48b","China_output019_text.txt","Shang-tung","char-offset:794","PLACE","http://sws.geonames.org/1796328","Shandong","","36.353228851035276","118.15130592761709","","VERIFIED","","","",""
"9961250a-a59c-4c3a-9a9f-b8acf4f23466","China_output019_text.txt","Thomas Fitzhugh","char-offset:951","PERSON","","","","","","","","","Thomas Fitzhugh, a director of British East India Company at Guangzhou (Canton) 1786–1800; corresponded with Pennant in 1792, https://discovery.nationalarchives.gov.uk/details/r/2dc8bb1a-d37e-4b4d-b34a-bded0892d66e. For other references, see https://books.google.co.uk/books?id=7ejh1RnNDt4C&pg=PA583&lpg=PA583&dq=thomas+fitzhugh,+china+embassy&source=bl&ots=G8mxPn0_yQ&sig=ACfU3U0B1ex_sv-L309N8-IiaOxAcsdcGQ&hl=en&sa=X&ved=2ahUKEwjzp52kvI73AhVCiFwKHWNTDbcQ6AF6BAg3EAM#v=onepage&q=thomas%20fitzhugh%2C%20china%20embassy&f=false; https://gotheborg.com/glossary/fitzhugh.shtml
","",""
